201500100,0.000000,-4.000000,0.000000,39.000000,-0.459914
201500102,10.000000,-3.000000,4.000000,34.000000,-0.459914
201500104,7.000000,1.000000,3.000000,70.000000,-0.459914
201500106,7.000000,0.000000,3.000000,24.000000,-0.459914
201500108,3.000000,-3.000000,2.000000,72.000000,-0.459914
201500110,3.000000,-1.000000,2.000000,19.000000,-0.459914
201500112,3.000000,2.000000,2.000000,25.000000,-0.459914
201500114,0.000000,3.000000,0.000000,22.000000,-0.459914
201500116,3.000000,5.000000,2.000000,29.000000,-0.459914
201500118,3.000000,0.000000,2.000000,20.000000,-0.459914
201500120,0.000000,0.000000,0.000000,20.000000,-0.459914
201500122,0.000000,2.000000,0.000000,22.000000,-0.459914
201500200,10.000000,-4.000000,4.000000,47.000000,-0.460836
201500202,10.000000,0.000000,4.000000,34.000000,-0.460836
201500204,7.000000,0.000000,3.000000,76.000000,-0.460836
201500206,3.000000,-2.000000,2.000000,27.000000,-0.460836
201500208,3.000000,-2.000000,2.000000,73.000000,-0.460836
201500210,3.000000,0.000000,2.000000,27.000000,-0.460836
201500212,0.000000,4.000000,0.000000,21.000000,-0.460836
201500214,0.000000,4.000000,0.000000,24.000000,-0.460836
201500216,3.000000,4.000000,2.000000,20.000000,-0.460836
201500218,0.000000,-1.000000,0.000000,19.000000,-0.460836
201500220,0.000000,2.000000,0.000000,20.000000,-0.460836
201500222,0.000000,0.000000,0.000000,24.000000,-0.460836
201500300,10.000000,-3.000000,4.000000,34.000000,-0.461623
201500302,7.000000,1.000000,3.000000,70.000000,-0.461623
201500304,7.000000,0.000000,3.000000,24.000000,-0.461623
201500306,3.000000,-3.000000,2.000000,72.000000,-0.461623
201500308,3.000000,-1.000000,2.000000,19.000000,-0.461623
201500310,3.000000,2.000000,2.000000,25.000000,-0.461623
201500312,0.000000,3.000000,0.000000,22.000000,-0.461623
201500314,3.000000,5.000000,2.000000,29.000000,-0.461623
201500316,3.000000,0.000000,2.000000,20.000000,-0.461623
201500318,0.000000,0.000000,0.000000,20.000000,-0.461623
201500320,0.000000,2.000000,0.000000,22.000000,-0.461623
201500322,0.000000,-1.000000,0.000000,29.000000,-0.461623
201500400,10.000000,0.000000,4.000000,34.000000,-0.462326
201500402,7.000000,0.000000,3.000000,76.000000,-0.462326
201500404,3.000000,-2.000000,2.000000,27.000000,-0.462326
201500406,3.000000,-2.000000,2.000000,73.000000,-0.462326
201500408,3.000000,0.000000,2.000000,27.000000,-0.462326
201500410,0.000000,4.000000,0.000000,21.000000,-0.462326
201500412,0.000000,4.000000,0.000000,24.000000,-0.462326
201500414,3.000000,4.000000,2.000000,20.000000,-0.462326
201500416,0.000000,-1.000000,0.000000,19.000000,-0.462326
201500418,0.000000,2.000000,0.000000,20.000000,-0.462326
201500420,0.000000,0.000000,0.000000,24.000000,-0.462326
201500422,3.000000,0.000000,2.000000,28.000000,-0.462326
201500500,7.000000,1.000000,3.000000,70.000000,-0.462991
201500502,7.000000,0.000000,3.000000,24.000000,-0.462991
201500504,3.000000,-3.000000,2.000000,72.000000,-0.462991
201500506,3.000000,-1.000000,2.000000,19.000000,-0.462991
201500508,3.000000,2.000000,2.000000,25.000000,-0.462991
201500510,0.000000,3.000000,0.000000,22.000000,-0.462991
201500512,3.000000,5.000000,2.000000,29.000000,-0.462991
201500514,3.000000,0.000000,2.000000,20.000000,-0.462991
201500516,0.000000,0.000000,0.000000,20.000000,-0.462991
201500518,0.000000,2.000000,0.000000,22.000000,-0.462991
201500520,0.000000,-1.000000,0.000000,29.000000,-0.462991
