201400100,7.000000,4.000000,3.000000,25.000000,-0.097051
201400102,7.000000,1.000000,3.000000,33.000000,-0.097051
201400104,13.000000,-1.000000,5.000000,112.000000,-0.097051
201400106,20.000000,-6.000000,7.000000,126.000000,-0.097051
201400108,20.000000,-5.000000,7.000000,134.000000,-0.097051
201400110,20.000000,12.000000,7.000000,287.000000,-0.097051
201400112,37.000000,-1.000000,22.000000,715.000000,-0.097051
201400114,37.000000,-32.000000,22.000000,881.000000,-0.097051
201400116,30.000000,-32.000000,15.000000,235.000000,-0.097051
201400118,30.000000,-26.000000,15.000000,223.000000,-0.097051
201400120,30.000000,-27.000000,15.000000,424.000000,-0.097051
201400122,30.000000,-17.000000,15.000000,286.000000,-0.097051
201400200,7.000000,3.000000,3.000000,36.000000,-0.098242
201400202,13.000000,1.000000,5.000000,57.000000,-0.098242
201400204,13.000000,-4.000000,5.000000,166.000000,-0.098242
201400206,20.000000,-7.000000,7.000000,135.000000,-0.098242
201400208,20.000000,3.000000,7.000000,125.000000,-0.098242
201400210,20.000000,10.000000,7.000000,622.000000,-0.098242
201400212,37.000000,-19.000000,22.000000,806.000000,-0.098242
201400214,30.000000,-39.000000,15.000000,570.000000,-0.098242
201400216,30.000000,-27.000000,15.000000,153.000000,-0.098242
201400218,30.000000,-26.000000,15.000000,470.000000,-0.098242
201400220,30.000000,-25.000000,15.000000,388.000000,-0.098242
201400222,30.000000,-13.000000,15.000000,142.000000,-0.098242
201400300,7.000000,1.000000,3.000000,33.000000,-0.099504
201400302,13.000000,-1.000000,5.000000,112.000000,-0.099504
201400304,20.000000,-6.000000,7.000000,126.000000,-0.099504
201400306,20.000000,-5.000000,7.000000,134.000000,-0.099504
201400308,20.000000,12.000000,7.000000,287.000000,-0.099504
201400310,37.000000,-1.000000,22.000000,715.000000,-0.099504
201400312,37.000000,-32.000000,22.000000,881.000000,-0.099504
201400314,30.000000,-32.000000,15.000000,235.000000,-0.099504
201400316,30.000000,-26.000000,15.000000,223.000000,-0.099504
201400318,30.000000,-27.000000,15.000000,424.000000,-0.099504
201400320,30.000000,-17.000000,15.000000,286.000000,-0.099504
201400322,33.000000,-15.000000,18.000000,157.000000,-0.099504
201400400,13.000000,1.000000,5.000000,57.000000,-0.100853
201400402,13.000000,-4.000000,5.000000,166.000000,-0.100853
201400404,20.000000,-7.000000,7.000000,135.000000,-0.100853
201400406,20.000000,3.000000,7.000000,125.000000,-0.100853
201400408,20.000000,10.000000,7.000000,622.000000,-0.100853
201400410,37.000000,-19.000000,22.000000,806.000000,-0.100853
201400412,30.000000,-39.000000,15.000000,570.000000,-0.100853
201400414,30.000000,-27.000000,15.000000,153.000000,-0.100853
201400416,30.000000,-26.000000,15.000000,470.000000,-0.100853
201400418,30.000000,-25.000000,15.000000,388.000000,-0.100853
201400420,30.000000,-13.000000,15.000000,142.000000,-0.100853
201400422,33.000000,-14.000000,18.000000,234.000000,-0.100853
201400500,13.000000,-1.000000,5.000000,112.000000,-0.102259
201400502,20.000000,-6.000000,7.000000,126.000000,-0.102259
201400504,20.000000,-5.000000,7.000000,134.000000,-0.102259
201400506,20.000000,12.000000,7.000000,287.000000,-0.102259
201400508,37.000000,-1.000000,22.000000,715.000000,-0.102259
201400510,37.000000,-32.000000,22.000000,881.000000,-0.102259
201400512,30.000000,-32.000000,15.000000,235.000000,-0.102259
201400514,30.000000,-26.000000,15.000000,223.000000,-0.102259
201400516,30.000000,-27.000000,15.000000,424.000000,-0.102259
